Municipio-poblacion;Fecha casos;Casos;Tasa;riesgo;Variacion diaria de tasa;Tendencia;Fuente de datos:;Link fuente de datos;Mensaje;Nivel;history_available;Alerta;Población;Comunidad
Seròs;07/06/2021;1;52;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1922;Cataluña
Artesa De Segre;07/06/2021;1;29;BAJO;-11,447;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;3432;Cataluña
La Pera;07/06/2021;1;224;ALTO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;446;Cataluña
Sant Llorenç D'Hortons;07/06/2021;1;41;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;2413;Cataluña
Sant Pol De Mar;07/06/2021;1;18;BAJO;-3,37;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;5299;Cataluña
Ribes De Freser;07/06/2021;1;57;MODERADO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;1754;Cataluña
Sant Llorenç De Morunys;07/06/2021;1;105;ALTO;-22,58;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;949;Cataluña
La Canonja;07/06/2021;1;16;BAJO;-20,606;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;5893;Cataluña
Amposta;07/06/2021;2;9;BAJO;-1,55;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;20738;Cataluña
Vallfogona De Balaguer;07/06/2021;1;53;MODERADO;-20,941;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;1876;Cataluña
Llagostera;07/06/2021;1;11;BAJO;-2,535;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;8453;Cataluña
Ripoll;08/06/2021;5;46;MODERADO;-8,021;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;10686;Cataluña
Sant Hilari Sacalm;08/06/2021;3;53;MODERADO;5,078;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;5627;Cataluña
Arbeca;08/06/2021;1;46;MODERADO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;1;;2144;Cataluña
Cadaqués;08/06/2021;1;36;MODERADO;-17,12;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;2712;Cataluña
Vilademuls;08/06/2021;1;122;ALTO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;2;;815;Cataluña
Les Borges Del Camp;08/06/2021;3;147;ALTO;-21,039;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;2037;Cataluña
L'Escala;08/06/2021;4;38;MODERADO;-3,454;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;10339;Cataluña
Sant Martí Sesgueioles;08/06/2021;1;291;ALTO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;1;;343;Cataluña
Les Franqueses Del Vallès;08/06/2021;3;14;BAJO;-6,399;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;20092;Cataluña
Tarragona;08/06/2021;77;57;MODERADO;-4,009;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;134515;Cataluña
Cruïlles, Monells I Sant Sadurní De L'He;08/06/2021;1;78;MODERADO;2,792;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;9;;1279;Cataluña
Rajadell;08/06/2021;1;182;ALTO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;548;Cataluña
Sant Quirze Del Vallès;08/06/2021;11;54;MODERADO;2,305;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;20141;Cataluña
Montblanc;08/06/2021;2;27;BAJO;2,425;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;7364;Cataluña
Sarrià De Ter;08/06/2021;1;19;BAJO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;5170;Cataluña
Sant Climent Sescebes;08/06/2021;1;159;ALTO;-28,526;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;626;Cataluña
Montferrer I Castellbò;08/06/2021;2;192;ALTO;20,585;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;1041;Cataluña
Vallromanes;08/06/2021;1;38;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;2579;Cataluña
Palamós;08/06/2021;4;22;BAJO;-1,396;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;17910;Cataluña
Castellserà;08/06/2021;3;299;ALTO;35,607;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;1;1003;Cataluña
Alcarràs;08/06/2021;1;10;BAJO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;9514;Cataluña
Sant Jaume Dels Domenys;08/06/2021;4;152;ALTO;17,707;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;2622;Cataluña
Altafulla;08/06/2021;1;19;BAJO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;5243;Cataluña
Pallejà;08/06/2021;5;43;MODERADO;-11,483;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;11508;Cataluña
Gelida;08/06/2021;3;39;MODERADO;-9,482;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;7533;Cataluña
Cambrils;08/06/2021;26;76;MODERADO;-2,213;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;33898;Cataluña
Viladecavalls;08/06/2021;5;66;MODERADO;-0,475;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;7512;Cataluña
Riells I Viabrea;08/06/2021;4;96;MODERADO;12,124;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;4124;Cataluña
Igualada;08/06/2021;18;45;MODERADO;5,093;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;39967;Cataluña
L'Ametlla De Mar;08/06/2021;2;29;BAJO;-10,524;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;6787;Cataluña
Castell-Platja D'Aro;08/06/2021;2;18;BAJO;-0,329;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;14;;10860;Cataluña
Montornès Del Vallès;08/06/2021;2;12;BAJO;-3,486;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;16393;Cataluña
Celrà;08/06/2021;1;18;BAJO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;14;;5452;Cataluña
Callús;08/06/2021;1;46;MODERADO;-41,722;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;2140;Cataluña
Reus;08/06/2021;40;38;MODERADO;-5,133;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;104373;Cataluña
Vilanova I La Geltrú;08/06/2021;9;13;BAJO;-0,053;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;67086;Cataluña
Gurb;08/06/2021;1;37;MODERADO;-7,993;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;2681;Cataluña
Santa Coloma De Cervelló;08/06/2021;3;36;MODERADO;1,738;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;8218;Cataluña
Begues;08/06/2021;1;14;BAJO;-8,051;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;7098;Cataluña
Vila-Rodona;08/06/2021;1;79;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;9;;1255;Cataluña
Taradell;08/06/2021;1;15;BAJO;-4,403;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;18;;6489;Cataluña
Caldes D'Estrac;08/06/2021;1;33;MODERADO;-11,977;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;2982;Cataluña
